x,y,z
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-1.0,-1.0,-1.0
-15.10072564287115,-0.9377676494768856,1.7062937242182958
-14.85736724263283,-0.9196752022422269,1.7029553922014933
-14.614008842394508,-0.9015827550075681,1.699617060184691
-14.370650442156187,-0.8834903077729093,1.6962787281678882
-14.127292041917867,-0.8653978605382505,1.6929403961510858
-13.883933641679548,-0.8473054133035918,1.6896020641342833
-13.640575241441226,-0.8292129660689329,1.6862637321174807
-13.398731526823005,-0.8132953730031414,1.6798614028473342
-13.156887812204781,-0.7973777799373497,1.6734590735771873
-12.915044097586557,-0.7814601868715582,1.6670567443070405
-12.673200382968336,-0.7655425938057666,1.6606544150368938
-12.431356668350114,-0.7496250007399751,1.6542520857667473
-12.189512953731889,-0.7337074076741835,1.6478497564966004
-11.947669239113667,-0.717789814608392,1.6414474272264539
-11.705825524495445,-0.7018722215426004,1.6350450979563074
-11.463981809877222,-0.6859546284768088,1.6286427686861604
-11.222138095258998,-0.6700370354110172,1.622240439416014
-10.980294380640778,-0.6541194423452257,1.6158381101458672
-10.738450666022553,-0.6382018492794341,1.60943578087572
-10.496606951404331,-0.6222842562136425,1.6030334516055738
-10.254763236786108,-0.6063666631478509,1.596631122335427
-10.012919522167886,-0.5904490700820594,1.59022879306528
-9.771075807549662,-0.5745314770162677,1.5838264637951336
-9.529232092931439,-0.5586138839504762,1.5774241345249869
-9.287388378313217,-0.5426962908846846,1.5710218052548401
-9.055268050406204,-0.5292109289048728,1.5550110544536988
-8.82314772249919,-0.5157255669250609,1.5390003036525572
-8.591027394592176,-0.502240204945249,1.522989552851416
-8.358907066685163,-0.4887548429654371,1.5069788020502746
-8.126786738778149,-0.4752694809856252,1.490968051249133
-7.894666410871134,-0.46178411900581334,1.4749573004479917
-7.66254608296412,-0.44829875702600147,1.4589465496468503
-7.430425755057105,-0.4348133950461896,1.442935798845709
-7.198305427150093,-0.42132803306637767,1.4269250480445674
-6.966185099243078,-0.4078426710865658,1.410914297243426
-6.734064771336065,-0.39435730910675393,1.394903546442285
-6.50194444342905,-0.38087194712694206,1.3788927956411432
-6.269824115522037,-0.3673865851471302,1.362882044840002
-6.037703787615023,-0.35390122316731826,1.3468712940388605
-5.805583459708009,-0.3404158611875064,1.3308605432377192
-5.573463131800994,-0.3269304992076945,1.3148497924365778
-5.341342803893982,-0.31344513722788264,1.2988390416354365
-5.109222475986968,-0.29995977524807077,1.282828290834295
-4.877102148079954,-0.2864744132682589,1.2668175400331534
-4.644981820172939,-0.272989051288447,1.250806789232012
-4.412861492265925,-0.2595036893086351,1.2347960384308707
-4.180741164358912,-0.24601832732882323,1.2187852876297294
-3.948620836451898,-0.23253296534901138,1.202774536828588
-3.716500508544884,-0.21904760336919948,1.1867637860274467
-3.4843801806378703,-0.2055622413893876,1.1707530352263051
